"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"ERR6752379"	"1"	"PRJEB42868"	"SAMEA9957672"	"Reannotation of the simian varicella virus lytic transcriptome and characterization of the latency-associated transcript"	"Varicella-zoster virus (VZV), an endemic human alphaherpesvirus, causes varicella and establishes lifelong latency in the neurons of the dorsal root and trigeminal ganglia. Later in life, reactivation from latency results in herpes zoster, a condition that is often complicated by untreatable debilitating chronic pain in the affected dermatome. Since VZV is highly species-specific, no small animal models exist that fully recapitulate the viral life cycle. Simian varicella virus (SVV) is the closest known relative of VZV and experimental infection of non-human primates with SVV recapitulates all features of human VZV disease, thus providing an opportunity to study the pathogenesis of VZV disease and latency in vivo. SVV and VZV genomes are co-linear, similar in size and share most open reading frames. The SVV transcriptome is currently annotated based on homology to VZV, likely underestimating complexity and differences between the two viruses. Here, we use direct long-read RNA sequencing to redefine the SVV transcriptome during in vitro and in vivo lytic infection, and reveal previously unrecognized isoforms, splicing events and fusion transcripts, of which some are conserved with VZV. Furthermore, we characterized the SVV homologue of the VZV latency-associated transcript (VLT), that, similar its VZV homologue is located antisense the immediate-early gene ORF61, multiply spliced and exists in many different isoforms during lytic infection, whereas a single dominant form is found during in vivo latency. In summary, this works contributes to understanding the molecular biology of SVV infection, thereby providing a solid basis for further studies into the pathogenesis of lytic and latent infection of both SVV and VZV."	""	"ERS7635976"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX6376325"	"SAMEA9957672"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"242"	"1730240"	"3143"	"254046841"	"97"	"8390207"	"1160"	"548670730"	"Illumina MiSeq"	"PAIRED"	"RANDOM"	"GENOMIC"	"EMC1-VLTstop"	"ILLUMINA"	"ERP126789"	"2021-09-28T00:00:00"	"1155"	"600"	"2126"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"ERR4277253"	"1"	"PRJEB38829"	"SAMEA6999490"	"Decoding the architecture of the varicella-zoster virus transcriptome"	"Varicella-zoster virus (VZV), a double-stranded DNA virus, causes varicella, establishes lifelong latency in ganglionic neurons, and reactivates later in life to cause herpes zoster, commonly associated with chronic pain. The VZV genome is densely packed and produces multitudes of overlapping transcripts deriving from both strands. While 71 distinct open reading frames (ORFs) have thus far been experimentally defined, the full coding potential of VZV remains unknown. Here, we integrated multiple short-read RNA sequencing approaches with long-read direct RNA sequencing on RNA isolated from VZV-infected cells to provide a comprehensive reannotation of the lytic VZV transcriptome architecture. Through precise mapping of transcription start sites, splice junctions, and polyadenylation sites, we identified 136 distinct polyadenylated VZV RNAs that encode canonical ORFs, non-canonical ORFs, and ORF fusions, as well as putative non-coding RNAs (ncRNAs). Furthermore, we determined the kinetic class of all VZV transcripts and observed, unexpectedly, that transcripts encoding the ORF62 protein, previously designated as immediate-early, were expressed with late kinetics. Our work showcases the complexity of the VZV transcriptome and provides a comprehensive resource that will facilitate future functional studies of coding RNAs, ncRNAs, and the biological mechanisms underlying the regulation of viral transcription and translation during lytic VZV infection."	"PMC:7542360"	"ERS4767571"	"OTHER"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX4231880"	"SAMEA6999490"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"172"	"39700"	"2641"	"3145299"	"35"	"2299151"	"730"	"89120224"	"NextSeq 550"	"SINGLE"	"CAGE"	"TRANSCRIPTOMIC"	"pOKA-ARPE19-CAGE-biorep1"	"ILLUMINA"	"ERP122280"	"2020-08-01T00:00:00"	"780"	"75"	"1829"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"SRR157490"	"1"	""	"SAMN00254025"	""	""	""	"SRS183294"	"WGS"	"UCL"	"SRX052996"	"VZV strain V110A"	"Human herpesvirus 3"	""	""	""	""	""	""	""	""	""	""	""	""	"35"	"64886"	"1042"	"2409774"	"35"	"1123739"	"749"	"42462956"	"Illumina Genome Analyzer IIx"	"PAIRED"	"PCR"	"GENOMIC"	"V110A"	"ILLUMINA"	"SRP006178"	"2012-01-18T00:00:00"	"1141"	"108"	"1917"	""	""	"0"	""	""	""	""
"ERR6150244"	"1"	"PRJEB45678"	"SAMEA8946463"	"A Variant allele in Varicella-Zoster Virus Glycoprotein B, Selected during Production of the Varicella Vaccine, Contributes to its Attenuation"	"Attenuation of the live varicella Oka vaccine (vOka) has been attributed to mutations in the genome acquired during cell culture passage of pOka (parent strain); however, the precise mechanisms of attenuation remain unknown. Comparative sequence analyses of several vaccine batches showed that over 100 single-nucleotide polymorphisms (SNPs) are conserved across all vaccine batches; six SNPs are fixed or nearly fixed, suggesting that these SNPs are responsible for attenuation. By contrast, prior analysis of chimeric vOka and pOka recombinants indicates that loci other than these six SNPs contribute to attenuation. Here, we report that pOka consists of a heterogenous population of virus sequences with two nearly equally represented bases, G or A, at nucleotide 2096 of ORF31 which encodes glycoprotein B (gB) resulting in arginine (R) or glutamine (Q), respectively, at amino acid 699 of gB. While 2096A/699Q is dominant in vOka (99.99 to 100%). gB699Q/gH/gL showed significantly less fusion activity than gB699R/gH/gL in a cell-based fusion assay. Recombinant pOka with gB-669Q (rpOka-gB699Q) had a similar growth phenotype as vOka during lytic infection in cell culture; however, rpOka-gB699R showed a growth phenotype similar to pOka. rpOka-gB699R entered neurons from axonal terminals more efficiently than rpOka-gB699Q in the presence of cell membrane-derived vesicles containing gB. Strikingly, when a mixture of pOka with both alleles equally represented was used to infect human neurons from axon terminals, pOka with gB699R was dominant for virus entry. These results identify a variant allele in gB that contributes to attenuation of vOka."	"PMC:9426484"	"ERS6629237"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX5787068"	"SAMEA8946463"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"209"	"309978"	"5476"	"46875056"	"124"	"1409680"	"821"	"105298907"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"vOka_14d_latency_rep1"	"ILLUMINA"	"ERP129818"	"2021-10-04T00:00:00"	"275"	"398"	"465"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"SRR23991532"	"1"	"PRJNA949617"	"SAMN33950844"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157643"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795222"	"GSM7120107"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"33"	"311779"	"876"	"13556796"	"33"	"1555562"	"552"	"58964062"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120107"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"132"	"149"	"312"	""	""	"0"	""	""	""	""
"SRR23991527"	"1"	"PRJNA949617"	"SAMN33950842"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157645"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795224"	"GSM7120109"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"33"	"357999"	"813"	"15186325"	"33"	"2055381"	"510"	"77137483"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120109"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"158"	"149"	"374"	""	""	"0"	""	""	""	""
"SRR23991555"	"1"	"PRJNA949617"	"SAMN33950809"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157639"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795217"	"GSM7120142"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"822329"	"964"	"30491908"	"32"	"4462968"	"489"	"163598167"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120142"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"247"	"148"	"562"	""	""	"0"	""	""	""	""
"SRR23024395"	"1"	"PRJNA921818"	"SAMN32634553"	"Genome-wide comparison of varicella-zoster virus vaccines"	"In this study, a high throughput sequencing technology was utilized to obtain deep coverage for VZV genome in four commercial vaccines. Genetic variants in the vaccines were identified and compared to the reference genomes of Dumas, pOka, vOka, and MAV/06, allowing the tracing of origin of the variants."	""	"SRS16401487"	"WGS"	"AJOU UNIVERSITY"	"SRX18979889"	"GSK_rep2"	"Human alphaherpesvirus 3"	"126.99989"	"37.55886"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [126.99989, 37.55886], ""geo_loc_name_sam"": [""126.99989"", ""37.55886""]}"	""	""	""	""	""	""	""	""	"178"	"5672190"	"7509"	"741651648"	"95"	"25768865"	"2070"	"1719552122"	"Illumina NovaSeq 6000"	"PAIRED"	"PCR"	"GENOMIC"	"GSK_rep2"	"ILLUMINA"	"SRP416618"	"2023-02-09T00:00:00"	"2189"	"302"	"6817"	"Viral"	"2022-08-01"	"11"	"1"	"1"	"1"	"1"
"SRR043089"	"1"	""	"SAMN00010554"	""	""	""	"SRS025539"	"AMPLICON"	"STANFORD UNIVERSITY"	"SRX018136"	"Varivax"	"Human herpesvirus 3"	""	""	""	""	""	""	""	""	""	""	""	""	"72"	"6550"	"2159"	"414686"	"34"	"189614"	"791"	"7094097"	"454 GS FLX"	"SINGLE"	"RANDOM PCR"	"OTHER"	"Varivax"	"LS454"	"SRP002150"	"2010-05-10T00:00:00"	"92"	"508"	"42"	""	""	"0"	""	""	""	""
"ERR4277267"	"1"	"PRJEB38829"	"SAMEA6999490"	"Decoding the architecture of the varicella-zoster virus transcriptome"	"Varicella-zoster virus (VZV), a double-stranded DNA virus, causes varicella, establishes lifelong latency in ganglionic neurons, and reactivates later in life to cause herpes zoster, commonly associated with chronic pain. The VZV genome is densely packed and produces multitudes of overlapping transcripts deriving from both strands. While 71 distinct open reading frames (ORFs) have thus far been experimentally defined, the full coding potential of VZV remains unknown. Here, we integrated multiple short-read RNA sequencing approaches with long-read direct RNA sequencing on RNA isolated from VZV-infected cells to provide a comprehensive reannotation of the lytic VZV transcriptome architecture. Through precise mapping of transcription start sites, splice junctions, and polyadenylation sites, we identified 136 distinct polyadenylated VZV RNAs that encode canonical ORFs, non-canonical ORFs, and ORF fusions, as well as putative non-coding RNAs (ncRNAs). Furthermore, we determined the kinetic class of all VZV transcripts and observed, unexpectedly, that transcripts encoding the ORF62 protein, previously designated as immediate-early, were expressed with late kinetics. Our work showcases the complexity of the VZV transcriptome and provides a comprehensive resource that will facilitate future functional studies of coding RNAs, ncRNAs, and the biological mechanisms underlying the regulation of viral transcription and translation during lytic VZV infection."	"PMC:7542360"	"ERS4767571"	"OTHER"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX4231894"	"SAMEA6999490"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"33"	"319225"	"1687"	"12437885"	"34"	"2042382"	"757"	"77816691"	"NextSeq 550"	"SINGLE"	"CAGE"	"TRANSCRIPTOMIC"	"pOKA-ARPE19-CAGE-biorep2"	"ILLUMINA"	"ERP122280"	"2020-08-01T00:00:00"	"845"	"75"	"1987"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"SRR156347"	"1"	""	"SAMN00254016"	""	""	""	"SRS183285"	"WGS"	"UCL"	"SRX052993"	"VZV Saliva strain #1"	"Human herpesvirus 3"	""	""	""	""	""	""	""	""	""	""	""	""	"48"	"103850"	"2030"	"5749914"	"35"	"2714259"	"317"	"107208465"	"Illumina Genome Analyzer IIx"	"PAIRED"	"Hybrid Selection"	"GENOMIC"	"SAL 1"	"ILLUMINA"	"SRP006178"	"2012-01-18T00:00:00"	"491"	"144"	"805"	""	""	"0"	""	""	""	""
"SRR23991547"	"1"	"PRJNA949617"	"SAMN33950807"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157640"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795219"	"GSM7120144"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"1261513"	"544"	"46535852"	"33"	"5425751"	"336"	"204173623"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120144"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"253"	"148"	"577"	""	""	"0"	""	""	""	""
"SRR23991659"	"1"	"PRJNA949617"	"SAMN33950834"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157613"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795191"	"GSM7120117"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"452610"	"647"	"15980944"	"32"	"1852409"	"486"	"66385543"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120117"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"108"	"148"	"253"	""	""	"0"	""	""	""	""
"SRR13789480"	"1"	"PRJNA699281"	"SAMN17617084"	"The microbiome of aging: instability, heterogeneity, and pathogenicity reservoirs in the skin, oral, and gut microbiome of older adults"	"While older adults represent a vulnerable population with elevated risk for numerous chronic illnesses, the role played by the microbiome in such age-related susceptibilities remains largely unexplored. Stereotypical changes in physiological and immune responses with aging likely contribute to microbiome-related increases in predisposition to common late life diseases. To understand associations of the microbiome with age, frailty, and infectious disease risk factors, we conducted a longitudinal, whole genome shotgun study of the skin, oral, and gut microbiota in 47 older adults residing in community or skilled nursing facility (SNF) settings. We found prominent differences in microbiomes from all body sites between younger adults, older adults living in the community, and SNF residents. In addition, frailty correlated negatively with relative abundance of Cutibacterium (C.) acnes in the skin microbiome, which itself strongly correlated with decreased microbial community stability and increased diversity, heterogeneity, and biogeographic determinism, factors that have been associated with susceptibility to pathogen colonization and disease risk. Strikingly, the skin microbiota, rather than gut or oral communities, was the primary reservoir for plasmid-borne antimicrobial resistance and clinically important pathobionts. Strain composition of important commensal species such as C. acnes and Staphylococcus epidermidis in SNF residents further suggested a shift from healthy to pro-inflammatory and nosocomial strains. Our findings set the foundation for understanding relative risk of microbiome-mediated frailty and disease processes in older adults in different residential settings, and for the development of strategies to leverage the microbiota as tools to promote healthy aging, disease prevention, and to limit the dissemination of multidrug resistant pathogens."	"PMC:9667708"	"SRS8323443"	"WGS"	"JACKSON LABORATORY FOR GENOMIC MEDICINE"	"SRX10174400"	"GER_CD_S73_V2_Pf"	"metagenome"	"-72.79"	"41.73"	"lat_lon"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"168"	"2617181"	"47188"	"434572781"	"146"	"11242601"	"6633"	"1013292587"	"Illumina NovaSeq 6000"	"PAIRED"	"RANDOM"	"METAGENOMIC"	"GER_CD_S73_V2_Pf"	"ILLUMINA"	"SRP306763"	"2022-01-26T00:00:00"	"1542"	"296"	"4995"	"Metagenome or environmental"	""	"1"	"1"	"1"	"1"	"1"
"SRR13311748"	"1"	"PRJNA688157"	"SAMN17169818"	"Single cell RNA analysis of trunk neural crest cells in zebrafish"	"Single cell RNA-seq data of tg(sox10:GFP) cells from 20-24 hours post fertilization zebrafish. Sequenced with 10x genomics.Overall design: tg(sox10:GFP) cells were isolated by FACS from dissociated trunks of 20-24hpf zebrafish and submitted to 10x Sequencing"	"PubMed:34397384"	"SRS7936985"	"RNA-Seq"	"GEO"	"SRX9739651"	"GSM4990514"	"Danio rerio"	""	""	""	""	""	""	""	""	"neural crest"	"tissue"	"trunk neural crest cells"	"BTO_0001764"	"31"	"26303825"	"2151"	"917362685"	"32"	"104275105"	"1240"	"3541886158"	"Illumina NovaSeq 6000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP299375"	"2021-08-11T00:00:00"	"7757"	"301"	"21139"	""	""	"0"	""	""	""	""
"SRR15524207"	"1"	"PRJNA734644"	"SAMN20822608"	"Raw sequence reads for human plasma cfDNA samples positive with multiple DNA viruses"	"Fragment size-based enrichment of viral sequences in plasma cell-free DNA"	"PMC:9127460"	"SRS9837253"	"WGS"	"UNIVERSITY OF WASHINGTON"	"SRX11822954"	"VZV043"	"Human alphaherpesvirus 3"	"-122.32945"	"47.60357"	"geo_loc_name"	"{""geo_loc_name_sam"": [-122.32945, 47.60357], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"32"	"259419"	"3012"	"9314439"	"41"	"12479625"	"587"	"500964926"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"=LEFT(L20,FIND(""_"",L20)-1)"	"ILLUMINA"	"SRP333243"	"2021-08-19T00:00:00"	"1548"	"102"	"5412"	"Pathogen.cl"	""	"7"	"0.89"	"1"	"0.63"	"0.87"
"SRR19738264"	"1"	"PRJNA850448"	"SAMN29182096"	"Transcriptional response to VZV infection is modulated by RNA Polymerase III in lung epithelial cell lines"	"Short interspersed nuclear elements (SINEs) are retrotransposons that generate exclusively double-stranded noncoding RNAs transcribed by the ancestral RNA polymerase III (Pol III), a multi-subunit polymerase. Although SINE ncRNAs are generally transcriptionally repressed, they can be induced in response to viral infections and can stimulate immune signaling pathways. Indeed, mutations in Pol III have been associated with poor antiviral interferon response following infection with varicella zoster virus (VZV). In this study, we probed the role of Pol III transcripts in the detection and initial immune response to VZV by characterizing the transcriptional response following VZV infection of wild type A549 lung epithelial cells as well as A549 cells lacking specific RNA sensor MAVS, or interferon-stimulated genes RNase L and PKR in presence or absence of functional RNA Pol III. Multiple components of the antiviral sensing and interferon signaling pathways were involved in restricting VZV replication in lung epithelial cells thus suggesting an innate defense system with built-in redundancy. In addition, RNase L deficiency led to a unique transcription profile indicating that RNA Pol III transcriptcs can act as immune sensors of VZV infection. Collectively, these findings suggest an essential role for RNA Pol III in the antiviral response to VZV infection."	"PMC:9359802"	"SRS13477241"	"RNA-Seq"	"UNIVERSITY OF KENTUCKY"	"SRX15784116"	"A549_RL6KO"	"Homo sapiens"	""	""	""	""	""	""	""	""	"lung"	"tissue"	"lung"	"BTO_0000763"	"296"	"1882538"	"16044"	"295409372"	"71"	"10998681"	"3800"	"703534636"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"GENOMIC"	"RL_siCtrl_Infected_-50"	"ILLUMINA"	"SRP382324"	"2022-07-12T00:00:00"	"3717"	"292"	"12247"	"Human"	""	"0"	""	""	""	""
